Title,Company,Location,Experience,Experience_Min,Experience_Max,Salary,Salary_Min,Salary_Max,Skills,Job_Category,Keyword,Source,Posted_Date,Work_Mode,Job_Link,Role_Category
BI Developer,Mindinventory,Ahmedabad,3-8 Yrs,3.0,8.0,Not Available,,,"Agile Development, Analytics, Cloud, Data Analysis, Google Cloud, Google Cloud Platform, Healthcare, SQL",Business Intelligence,Bi Developer,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-bi-developer-mindinventory-ahmedabad-3-to-8-years-150726500565,Business Intelligence
Data Engineer,Mindpool Technologies,Hyderabad,5-8 Yrs,5.0,8.0,5-10 Lacs PA,5.0,10.0,"AWS, Data, Data Engineering, PySpark, Python",Data Engineering,Data Engineer,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-data-engineer-mindpool-technologies-hyderabad-5-to-8-years-290726025884,Data Engineering
Power Bi Developer,Mindpool Technologies,Pune,3-6 Yrs,3.0,6.0,Not Available,,,"Dax, Dax Queries, Microsoft Power Bi, Pbi, Power BI, Power Bi Dashboards, Power Bi Desktop, Power Pivot",Business Intelligence,Power Bi,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-mindpool-technologies-pune-3-to-6-years-240726016228,Business Intelligence
ETL / BI Developers,Mindrives Business Solutions,Bengaluru,3-6 Yrs,3.0,6.0,Not Available,,,"BI, Bi Development, Developer, Development, ETL, Etl Development",ETL / Data Integration,Etl,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-etl-bi-developers-mindrives-business-solutions-private-limited-bengaluru-3-to-6-years-200924503727,ETL / Data Integration
Data Engineer,Mindteck,"Hyderabad, Chennai, Bengaluru",4-7 Yrs,4.0,7.0,17-19 Lacs PA,17.0,19.0,"Apache Spark, Data, Data Engineering, Python, SQL, Scala",Data Engineering,Data Engineer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-data-engineer-mindteck-hyderabad-chennai-bengaluru-4-to-7-years-060726009353,Data Engineering
Research Analyst,Miracle Consultancy,"Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara",2-7 Yrs,2.0,7.0,Not Available,,,"Access Controls, Asset Management, Customer Relationship, Customer Service, Help Desk, Information, Telephony Support, Vendor Management",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-research-analyst-miracle-consultancy-jamnagar-ahmedabad-rajkot-surat-vadodara-2-to-7-years-100118500378,Research Analyst
Senior Business Intelligence Developer,Mitel,Bengaluru,5-9 Yrs,5.0,9.0,Not Available,,,"BI, Business Intelligence, Dashboards, Data Analysis, Data Warehousing, Power BI, Python, Ssas",Business Intelligence,Tableau,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-senior-business-intelligence-developer-mitel-networks-corporation-bengaluru-5-to-9-years-240626505909,Business Intelligence
Business Analyst - Parameter Set up,Mizuho Global Services,Chennai(Perungudi),10-15 Yrs,10.0,15.0,Not Available,,,"Business Analysis, Data Set Up, Eximbills, Parameter Set Up, Surecomp, Swift, T360, Tps",Business Analyst,Business Analyst,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-business-analyst-parameter-set-up-mizuho-global-services-chennai-10-to-15-years-280726034792,Business Analyst
Business Intelligence Analyst- Clinical Operations,Mmsh Clinical Research,Remote,2-5 Yrs,2.0,5.0,Not Available,,,"Analytical, Clinical Research, Computer Science, Cro, Iso, Life Sciences, Pharma, Power BI",Business Intelligence,Business Intelligence,Naukri,3+ weeks ago,Remote,https://www.naukri.com/job-listings-business-intelligence-analyst-clinical-operations-mmsh-clinical-research-pvt-ltd-remote-2-to-5-years-220526504064,Business Intelligence
ETL developer,Mobile Programming,Bengaluru,5-8 Yrs,5.0,8.0,Not Available,,,"Analytics, Business Intelligence, Data Modeling, Debugging, Informatica, Performance Tuning, SSIS, Shell Scripting",ETL / Data Integration,Etl,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-etl-developer-mobileprogramming-bengaluru-5-to-8-years-020426508718,ETL / Data Integration
PL/SQL Developer,Mobile Programming,Pune,3-5 Yrs,3.0,5.0,Not Available,,,"Architectural Design, Bss, Change Management, Database Architecture, MySQL, Performance Tuning, PostgreSQL, Shell Scripting",SQL / Database,Sql,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-pl-sql-developer-mobileprogramming-pune-3-to-5-years-250522501355,SQL / Database
Power BI Developer,Mobile Programming,Mumbai,3-5 Yrs,3.0,5.0,Not Available,,,"BI, Deployment, Development, Management, Msbi, Power BI, Query, SQL",Business Intelligence,Bi Developer,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-power-bi-developer-mobileprogramming-mumbai-3-to-5-years-250522501356,Business Intelligence
SQL Developer,Mobile Programming,Noida,4-8 Yrs,4.0,8.0,Not Available,,,"Data Management, Data Migration, Data Modeling, Database Design, MySQL, PL/SQL, Performance Tuning, PostgreSQL",SQL / Database,Sql,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-sql-developer-mobileprogramming-noida-4-to-8-years-020426508739,SQL / Database
SQL Developer,Mobile Programming,Pune,3-5 Yrs,3.0,5.0,Not Available,,,"Architectural Design, Automation, Data Validation, Database Migration, PL/SQL, Performance Tuning, Shell Scripting, Sql Queries",SQL / Database,Sql,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-sql-developer-mobileprogramming-pune-3-to-5-years-250522501367,SQL / Database
Tableau developer,Mobile Programming,Hyderabad,5-6 Yrs,5.0,6.0,Not Available,,,"Coding, Data Modeling, Data Visualization, Git, Management, Manager Technology, Tableau, Version Control",Business Intelligence,Tableau,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-tableau-developer-mobileprogramming-hyderabad-5-to-6-years-020824500609,Business Intelligence
RCM Reporting Analyst,ModMed Technologies India Private Limited,Hyderabad,7-12 Yrs,7.0,12.0,Not Available,,,"Billing, Coding, Data Analysis, Healthcare, Operational Excellence, Operations, Reporting Analyst, Social Media",Business Intelligence,Reporting Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-rcm-reporting-analyst-modmed-hyderabad-7-to-12-years-190626502639,Business Intelligence
Business Intelligence Data Analytics Engineer,Model N,Hyderabad,4-7 Yrs,4.0,7.0,Not Available,,,"Analytics, Business Intelligence, CRM, Data Analysis, Data Processing, Forecasting, Publishing, Scheduling",Data Engineering,Business Intelligence,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-business-intelligence-data-analytics-engineer-model-n-india-software-pvt-ltd-hyderabad-4-to-7-years-220626501303,Data Engineering
Senior Support Operations Analyst ( Power BI / Microsoft Fabric),Model N,Hyderabad,5-7 Yrs,5.0,7.0,Not Available,,,"Analytical, Artificial Intelligence, Business Analytics, Data Quality, Microsoft, Operations, Power BI, Product Engineering",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-senior-support-operations-analyst-power-bi-microsoft-fabric-model-n-india-software-pvt-ltd-hyderabad-5-to-7-years-110526501473,Business Intelligence
CDA Construction Data Analyst,Modelyze Labs Ai India,Bengaluru,5-9 Yrs,5.0,9.0,Not Available,,,"Bim, Construction, Data Analyst, Excel, Jira, Mechanical Engineering, Training, Usage",Data Analyst,Data Analyst,Naukri,6 days ago,On-site,https://www.naukri.com/job-listings-cda-construction-data-analyst-modelyze-labs-ai-india-private-limited-bengaluru-5-to-9-years-240726507133,Data Analyst
SQL Developer,Moder Solutions,"Chennai, Bengaluru",4-9 Yrs,4.0,9.0,Not Available,,,"Advance Sql, Analytics, Business Analytics, SQL, Sql Development, Sql Queries, Stored Procedures, T-Sql",SQL / Database,Sql,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-sql-developer-moder-solutions-chennai-bengaluru-4-to-9-years-070726031809,SQL / Database
Senior Financial External Reporting Analyst,Momentive Performance Materials,Bengaluru,4-7 Yrs,4.0,7.0,1-14 Lacs PA,1.0,14.0,"External Reporting, Finance, Gaap, Ifrs, Ifrs Implementation, Ifrs Reporting, Senior, Us Gaap",Business Intelligence,Reporting Analyst,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-senior-financial-external-reporting-analyst-naukri-e-hire-bengaluru-4-to-7-years-140726016963,Business Intelligence
Growth Analytics Lead,Mondelez,Mumbai,15-17 Yrs,15.0,17.0,Not Available,,,"Business Intelligence, Business Planning, Continuous Improvement, Fmcg, Market Research, Process Improvement, Project Management, Social Science",Advanced Analytics,Analytics,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-growth-analytics-lead-mondelez-international-mumbai-15-to-17-years-240426503611,Advanced Analytics
Manager - AI & Data Science Products (Sales Analytics & MLOps),Mondelez,Hybrid - Mumbai,8-13 Yrs,8.0,13.0,Not Available,,,"Azure, Bigquery, Data Science, Mlops, Rgm, Rtm, Sales Analytics, Supply Optimization",Data Scientist,Analytics,Naukri,4 days ago,Hybrid,https://www.naukri.com/job-listings-manager-ai-data-science-products-sales-analytics-mlops-mondelez-india-foods-private-limited-mumbai-8-to-13-years-270726902877,Data Scientist
Business Analyst,Money Honey Financial Services,Mumbai,0-1 Yrs,0.0,1.0,Not Available,,,"Analysis, Analytics, Business Analysis, Business Analytics, Requirement Gathering, Requirements",Business Analyst,Business Analyst,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-business-analyst-money-honey-financial-services-mumbai-0-to-1-years-140726011214,Business Analyst
Research Analyst,Money Mantra Online,Latur,0-2 Yrs,0.0,2.0,Not Available,,,"Administration, Analysis, Complaint Handling, Handling, Office, Office Administration, Research, Research Analyst",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-research-analyst-money-mantra-online-latur-0-to-2-years-121224502300,Research Analyst
Senior Associate - Tableau Developer,Moodys Analytics,Gurugram,0-5 Yrs,0.0,5.0,Not Available,,,"BI, Charts, Dashboards, Data Engineering, Lod, Server, Snowflake, Software Testing",Business Intelligence,Tableau,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-senior-associate-tableau-developer-acuity-knowledge-partners-gurugram-0-to-5-years-260526506256,Business Intelligence
Business Analyst (Off Roll),Moove,New Delhi,2-7 Yrs,2.0,7.0,Not Available,,,"Analytical, Analytics, Business Analysis, Data Analysis, Mis, Operations, Senior Executive, Strategic Partnerships",Business Analyst,Business Analyst,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-business-analyst-off-roll-moove-new-delhi-2-to-7-years-220726503309,Business Analyst
Research Analyst,Moral Financial Research,Raipur,1-3 Yrs,1.0,3.0,Not Available,,,"Analysis, Data Analysis, Data Collection, Market Analysis, Market Research, Research, Research Analysis, Sales",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-research-analyst-moral-financial-research-raipur-1-to-3-years-070125501270,Research Analyst
"Third-party Reporting & Analytics, Associate, Business Unit Management",Morgan Stanley,Bengaluru,3-5 Yrs,3.0,5.0,Not Available,,,"Analytical, Ariba, Business Intelligence, Client Management, Expense Management, Financial Services, Procurement, Sdlc",Other,Analytics,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-third-party-reporting-analytics-associate-business-unit-management-morgan-stanley-advantage-services-pvt-ltd-bengaluru-3-to-5-years-250526502686,Other
Data Analytics Internship,Moris Media,Noida,Not Available,,,Unpaid,0.0,0.0,Not Available,Internship,Analytics,Naukri,Starts in 1-3 months,On-site,https://www.naukri.com/job-listings-data-analytics-internship-moris-media-noida-0-to-1-years-111125500607,Internship
Senior Machine Learning Engineer,Morningstar,Hybrid - Navi Mumbai,5-10 Yrs,5.0,10.0,Not Available,,,"Artificial Intelligence, Large Language Model, Machine Learning, Natural Language Processing, PyTorch, Retrieval Augmented Generation, TensorFlow, Vector Database",Machine Learning / AI,Machine Learning,Naukri,3 weeks ago,Hybrid,https://www.naukri.com/job-listings-senior-machine-learning-engineer-morningstar-navi-mumbai-5-to-10-years-070726033218,Machine Learning / AI
Data Analyst,Moserp Technologies,Bengaluru,5-8 Yrs,5.0,8.0,2-6 Lacs PA,2.0,6.0,"Analysis, Analytics, Data, Data Analysis, Data Analytics, SQL",Data Analyst,Data Analyst,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-data-analyst-moserp-technologies-bengaluru-5-to-8-years-140726025974,Data Analyst
Hiring Data Analyst (SQL+Python+Prompt/GenAI),Motivity Labs,Hyderabad,5-9 Yrs,5.0,9.0,Not Available,,,"Advance Sql, Bi Tools, Complex Sql Query, Genai Tools, Prompt, Python, SQL, Sql Development, Sql Queries",Data Analyst,Data Analyst,Naukri,4 days ago,On-site,https://www.naukri.com/job-listings-hiring-data-analyst-sql-python-prompt-genai-motivity-labs-hyderabad-5-to-9-years-240526002724,Data Analyst
SQL Developer with Analytics,Motivity Labs,Hyderabad,5-10 Yrs,5.0,10.0,Not Available,,,"Analytical, Analytics, Big Data, Data Visualization, Database Maintenance, It Services, Stored Procedures, Troubleshooting",SQL / Database,Sql,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-sql-developer-with-analytics-motivity-labs-p-ltd-globaloutlook-pvt-ltd-hyderabad-5-to-10-years-120725501194,SQL / Database
ETL Developer,Mouser Electronics,Pune,4-8 Yrs,4.0,8.0,Not Available,,,"BI, Data Engineering, Database Design, Design, Performance Tuning, Query Optimization, SQL Server, Troubleshooting",ETL / Data Integration,Etl,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-etl-developer-mouser-electronics-india-pvt-ltd-pune-4-to-8-years-080726933917,ETL / Data Integration
Ecommerce Analytics Engineer,Mouser Electronics,Bengaluru,7-12 Yrs,7.0,12.0,Not Available,,,"AI, Analytics, Digital Analytics, Ecommerce Analytics, Mathematics, Performance Tuning, Programming Principles, SQL",Data Engineering,Analytics,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-ecommerce-analytics-engineer-mouser-electronics-india-pvt-ltd-bengaluru-7-to-12-years-200726932261,Data Engineering
Python Developer,Movate Technologies,Hyderabad,5-10 Yrs,5.0,10.0,10-20 Lacs PA,10.0,20.0,"AWS, Azure, Development, Google Cloud, Microsoft Azure, Python, Python Development",Python Development,Python,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-python-developer-movate-technologies-hyderabad-5-to-10-years-280726030748,Python Development
AI Python Engineer,Mphasis,"Hyderabad, Bengaluru",10-18 Yrs,10.0,18.0,Not Available,,,"Ai Prompting, Artificial Intelligence, Generation, Llm, Python, Retrieval Augmented Generation (Rag), SQL",Python Development,Python,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-ai-python-engineer-mphasis-hyderabad-bengaluru-10-to-18-years-300726024705,Python Development
Data Analyst,Mr Technical Veer Digital Services,Lalitpur,0-3 Yrs,0.0,3.0,Not Available,,,"Data, Data Analysis, Data Analyst",Data Analyst,Data Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-analyst-mr-technical-veer-digital-services-lalitpur-0-to-3-years-120325503295,Data Analyst
Data Analyst,Mudra Ooh,Bengaluru,2-7 Yrs,2.0,7.0,Not Available,,,"Business Analysis, Dashboards, Data Analysis, Data Analytics, Data Mining, Database Maintenance, Macros, Power BI",Data Analyst,Data Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-analyst-mudra-ooh-bengaluru-2-to-7-years-130226506067,Data Analyst
"Reporting Analyst, Business Finance",Mufg Pension & Market Services,Mumbai,2-5 Yrs,2.0,5.0,Not Available,,,"Analysis, Business Finance, Business Partnering, Commercial Finance, Communication Skills, Excel, Ms Office Tools, Presentation Skills",Business Intelligence,Reporting Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-reporting-analyst-business-finance-mufg-pension-market-services-mumbai-2-to-5-years-280725504173,Business Intelligence
Microsoft Power BI Developer,Mullers Solutions,New Delhi,3-7 Yrs,3.0,7.0,Not Available,,,"Analytical, Cloud Services, Computer Science, Data Modeling, Data Visualization, Information Technology, Microsoft, Power BI",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-microsoft-power-bi-developer-mullers-solutions-new-delhi-3-to-7-years-130526501518,Business Intelligence
Quant Research Analyst,Multi-act Trade & Investments,Pune,1-6 Yrs,1.0,6.0,Not Available,,,"Analytical, Analytics, Bloomberg, Coding, Data Integrity, Investment Management, Investment Strategies, Oracle",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-quant-research-analyst-multi-act-trade-pune-1-to-6-years-200226504685,Research Analyst
Power Platform & BI Developer-Lead,Multinational Company,Pune,6-11 Yrs,6.0,11.0,Not Available,,,"Ai Builder, Artificial Intelligence, BI, Dashboards, Data Modeling, Power Automate, Power BI, SQL",Business Intelligence,Bi Developer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-power-platform-bi-developer-lead-orcapod-consulting-services-pune-6-to-11-years-290526003389,Business Intelligence
Sql Server Developer,Multiverse Solutions,Remote,4-8 Yrs,4.0,8.0,5-10 Lacs PA,5.0,10.0,"Database Development, Development, SQL, SQL Server, Serv, Server Side Development, Sql Server Development, T-Sql",Software Development,Sql,Naukri,3+ weeks ago,Remote,https://www.naukri.com/job-listings-sql-server-developer-multiverse-solutions-delhi-ncr-4-to-8-years-140526017557,Software Development
Business Analyst,Muthoot Housing Finance Company (MHFCL),Mumbai(Bandra Kurla Complex),2-7 Yrs,2.0,7.0,Not Available,,,"Analytics, BI, Business Analysis, Business Analytics, Data Analysis, Data Visualization, Power BI, SQL",Business Analyst,Business Analyst,Naukri,6 days ago,On-site,https://www.naukri.com/job-listings-business-analyst-muthoot-housing-finance-company-mhfcl-mumbai-2-to-7-years-290126015228,Business Analyst
Data Analytics Professional,My Future Hub,Pune,0-3 Yrs,0.0,3.0,Not Available,,,"Agile, Amazon Redshift, Data Modeling, Data Processing, Data Structures, Google Cloud, Performance Optimization, Programming",Other,Analytics,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-analytics-professional-my-future-hub-pune-0-to-3-years-060126503568,Other
PL/SQL Developer,MyCityBanglore,Bengaluru,2-7 Yrs,2.0,7.0,Not Available,,,"Development, PL/SQL, SQL, Sql Development",SQL / Database,Sql,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-pl-sql-developer-mycitybanglore-bengaluru-2-to-7-years-221019501436,SQL / Database
Equity Research Analyst (IN),Mycpe,Ahmedabad,1-3 Yrs,1.0,3.0,Not Available,,,"Analytical, Bloomberg, Corporate Actions, Due Diligence, Equity Research, Financial Analysis, Financial Statements, Market Research",Research Analyst,Research Analyst,Naukri,Just now,On-site,https://www.naukri.com/job-listings-equity-research-analyst-in-mycpe-ahmedabad-1-to-3-years-310726502766,Research Analyst
Research Analyst,Myfollo,Gurugram,0-1 Yrs,0.0,1.0,Not Available,,,"Analysis, Research, Research Analysis, Research Analyst",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-research-analyst-myfollo-gurgaon-0-to-1-years-300620500540,Research Analyst
Sr . Research Analyst,Myfollo,Gurugram,0-2 Yrs,0.0,2.0,Not Available,,,"Accounting, Analysis, Data Analysis, Financial Analysis, Financial Concepts, Presentation Skills, Problem Solving, Research Analysis",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-sr-research-analyst-myfollo-com-gurugram-0-to-2-years-210426502291,Research Analyst
SQL Developer,Mystifly Consulting,Bengaluru,3-6 Yrs,3.0,6.0,Not Available,,,"Administration, Code, Developing, Development, Functions, Server, Software, Ssrs",SQL / Database,Sql,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-sql-developer-mystifly-bengaluru-3-to-6-years-030118500936,SQL / Database
Ecommerce Analyst / Research Analyst,Myvirtualdesks,Pune,0-3 Yrs,0.0,3.0,Not Available,,,"Collections, Data, Data Collection, E-Commerce, Market Research, Research Analyst, Sales, Senior Management",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-ecommerce-analyst-research-analyst-myvirtualdesks-pune-0-to-3-years-311023502441,Research Analyst
Head of analytics Data scientist NBFC exp must,NBFC,Bengaluru,14-23 Yrs,14.0,23.0,Not Available,,,"Advanced Analytics, Artificial Intelligence, Data Analytics, Data Modeling, Data Science, Machine Learning, Personal Loans, Python",Data Scientist,Analytics,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-head-of-analytics-data-scientist-nbfc-exp-must-intelli-search-services-bengaluru-14-to-23-years-050526040727,Data Scientist
Data Scientist,NEO Aid Solution,Bengaluru,5-8 Yrs,5.0,8.0,30-39.6 Lacs PA,30.0,39.6,"Al, Azure Databricks, Data Bricks, Data Science, ML, Machine Learning, Python, Science",Data Scientist,Data Scientist,Naukri,Few hours ago,On-site,https://www.naukri.com/job-listings-data-scientist-neo-aid-solution-bengaluru-5-to-8-years-310726017381,Data Scientist
"Specialist Professional Services Engineer(PL/SQL Developer, BFSI)",NICE,Pune,4-7 Yrs,4.0,7.0,Not Available,,,"Flex, MySQL, Oracle, PL/SQL, Shell Scripting, Tcp, Unix, Windows",SQL / Database,Sql,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-specialist-professional-services-engineer-pl-sql-developer-bfsi-nice-pune-4-to-7-years-030626501289,SQL / Database
AI & Data Analytics Professional,NIIT Foundation (NF),Dombivli,1-3 Yrs,1.0,3.0,Not Available,,,"Basic, Computer Science, Data Analysis, Data Analytics, Excel, Power BI, Social Service, Training Delivery",Other,Analytics,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-ai-data-analytics-professional-niit-foundation-dombivli-1-to-3-years-230726504180,Other
PYTHON DEVELOPER,NJ Technologies,Surat,1-4 Yrs,1.0,4.0,Not Available,,,"AI, Library, ML, NumPy, Pandas, Python, Python Developer, Python Libraries",Python Development,Python,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-python-developer-nj-technologies-finlogic-technologies-india-pvt-ltd-surat-1-to-4-years-290726504175,Python Development
HR Analytics Consultant,NNE,Bengaluru,5-8 Yrs,5.0,8.0,Not Available,,,"AI, Administration, Analytics, Automation, Benefits Administration, Business Analytics, Business Intelligence, Data Quality",Consulting,Analytics,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-hr-analytics-consultant-nne-pharmaplan-bengaluru-5-to-8-years-290726503791,Consulting
Business Analyst,NR Consulting,Mumbai,3-5 Yrs,3.0,5.0,Not Available,,,"Business Analyst, Business Process, Dms, Enterprise Applications, Gap Analysis, Jira, Project Delivery, Project Management",Business Analyst,Business Analyst,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-business-analyst-nr-consulting-mumbai-3-to-5-years-300726500798,Business Analyst
Data Analyst,NR Consulting,Bengaluru,4-9 Yrs,4.0,9.0,Not Available,,,"Analytics Platforms, Azure Data Lake, Azure Databricks, Business Intelligence, Business Requirements, Cloud Data, Dashboard Development, Data Analyst",Data Analyst,Data Analyst,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-data-analyst-nr-consulting-bengaluru-4-to-9-years-290726501419,Data Analyst
Data Migration Oracle PL/SQL Developer,NR Consulting,Pune,4-8 Yrs,4.0,8.0,Not Available,,,"Business Requirements, Data Migration, Data Modeling, Database Design, Database Performance, Database Security, Etl Processes, Oracle",SQL / Database,Sql,Naukri,4 days ago,On-site,https://www.naukri.com/job-listings-data-migration-oracle-pl-sql-developer-nr-consulting-pune-4-to-8-years-270726502285,SQL / Database
Data scientist,NR Consulting,Pune,3-8 Yrs,3.0,8.0,Not Available,,,"Analytics, Azure Blob Storage, Cloud, Cloud Engineer, Confluence, Data Analysis, Data Engineer, Databricks",Data Scientist,Data Scientist,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-data-scientist-nr-consulting-pune-3-to-8-years-160726501896,Data Scientist
Databricks Unified Data Analytics Platform Professional,NR Consulting,Bengaluru,5-10 Yrs,5.0,10.0,Not Available,,,"Cloud Platforms, Data Analytics, Data Pipelines, Databricks, Distributed Computing, Performance Tuning, Software Development, Software Quality",Other,Analytics,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-databricks-unified-data-analytics-platform-professional-nr-consulting-bengaluru-5-to-10-years-160726501098,Other
Lead Machine learning,NR Consulting,Pune,4-6 Yrs,4.0,6.0,Not Available,,,"Automotive, Data Structures, Machine Learning, Monitoring, Plm, Ppap, SAP, SQL",Machine Learning / AI,Machine Learning,Naukri,6 days ago,On-site,https://www.naukri.com/job-listings-lead-machine-learning-nr-consulting-pune-4-to-6-years-240726504810,Machine Learning / AI
Python Developer,NR Consulting,Bengaluru,7-12 Yrs,7.0,12.0,Not Available,,,"AI, Artificial Intelligence, Deployment, Llm, Machine Learning, Python, Python Developer, Rag",Python Development,Python,Naukri,4 days ago,On-site,https://www.naukri.com/job-listings-python-developer-nr-consulting-bengaluru-7-to-12-years-270726501634,Python Development
Senior Specialist Machine learning,NR Consulting,Pune,8-10 Yrs,8.0,10.0,Not Available,,,"Automotive, Data Structures, Machine Learning, Monitoring, Plm, Ppap, SAP, SQL",Machine Learning / AI,Machine Learning,Naukri,6 days ago,On-site,https://www.naukri.com/job-listings-senior-specialist-machine-learning-nr-consulting-pune-8-to-10-years-240726504809,Machine Learning / AI
Specialist Machine learning,NR Consulting,Pune,5-9 Yrs,5.0,9.0,Not Available,,,"Automotive, Data Structures, Machine Learning, Monitoring, Plm, Ppap, SAP, SQL",Machine Learning / AI,Machine Learning,Naukri,6 days ago,On-site,https://www.naukri.com/job-listings-specialist-machine-learning-nr-consulting-pune-5-to-9-years-240726504808,Machine Learning / AI
ETL Developer Dynamics 365 Customer Engagement (CE),NS Global Corporation,Hyderabad,4-8 Yrs,4.0,8.0,Not Available,,,"Customer Engagement, Data Migration, Data Validation, Data Warehousing, SQL Server, SSIS, Sql Queries, Troubleshooting",ETL / Data Integration,Etl,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-etl-developer-dynamics-365-customer-engagement-ce-ns-global-corporation-hyderabad-4-to-8-years-290526501837,ETL / Data Integration
ETL/Informatica Developer,NS Global Corporation,Chennai,2-5 Yrs,2.0,5.0,Not Available,,,"Analytical, Data Modeling, Data Quality, Data Warehousing, Etl Informatica, Informatica Development, Informatica Powercenter, Informatica Tool",ETL / Data Integration,Etl,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-etl-informatica-developer-ns-global-corporation-chennai-2-to-5-years-070726500728,ETL / Data Integration
Data Analyst / BI Developer - NTT Data,"NTT DATA, Inc.",Hybrid - Bengaluru,5-10 Yrs,5.0,10.0,10-20 Lacs PA,10.0,20.0,"Analytics, BI, Bi Development, Data, Data Analysis, Data Analytics, Development, Python",Data Analyst,Bi Developer,Naukri,2 days ago,Hybrid,https://www.naukri.com/job-listings-data-analyst-bi-developer-ntt-data-ntt-data-inc-bengaluru-5-to-10-years-290726010801,Data Analyst
ETL Data Engineer / Oracle DB - NTT Data,"NTT DATA, Inc.",Hybrid - Bengaluru,5-10 Yrs,5.0,10.0,12-22 Lacs PA,12.0,22.0,"Azure, Data Engineering, Db, ETL, Informatica, Oracle, Oracle Dba, Snowflake",Data Engineering,Data Engineer,Naukri,4 days ago,Hybrid,https://www.naukri.com/job-listings-etl-data-engineer-oracle-db-ntt-data-ntt-data-inc-bengaluru-5-to-10-years-260726004292,Data Engineering
